,pv panels,st panels,dec air heat pump,dec ground heat pump
7851,0.0,0.0,0.34838274524987506,0.34838274524987506
7852,0.0,0.0,0.41403815798114885,0.41403815798114885
7853,0.0,0.0,0.5110935149066348,0.5110935149066348
7854,0.0,0.0,0.563955918476703,0.563955918476703
7855,0.0,0.0,0.5602767576780233,0.5602767576780233
7856,0.13342406,0.0,0.5132023821216789,0.5132023821216789
7857,0.28445185,0.10819512790946198,0.4762603408089411,0.4762603408089411
7858,0.20185861,0.0,0.44480831923380953,0.44480831923380953
7859,0.15865641,0.0,0.4229332077632401,0.4229332077632401
7860,0.03786845,0.0,0.41015620063803265,0.41015620063803265
7861,0.13854098,0.0,0.4045560527591627,0.4045560527591627
7862,0.04778689,0.0,0.4015718924658452,0.4015718924658452
7863,0.0470341,0.0,0.40480573431628175,0.40480573431628175
7864,0.0,0.0,0.41703592094394726,0.41703592094394726
7865,0.0,0.0,0.41840972657841513,0.41840972657841513
7866,0.0,0.0,0.4228211281372091,0.4228211281372091
7867,0.0,0.0,0.4227146553786742,0.4227146553786742
7868,0.0,0.0,0.40076854004591056,0.40076854004591056
7869,0.0,0.0,0.344800459048193,0.344800459048193
7870,0.0,0.0,0.2876331899655043,0.2876331899655043
7871,0.0,0.0,0.26211733816114624,0.26211733816114624
7872,0.0,0.0,0.29520420462484787,0.29520420462484787
7873,0.0,0.0,0.3057884404265773,0.3057884404265773
7874,0.0,0.0,0.3174744757650177,0.3174744757650177
7875,0.0,0.0,0.344966003514912,0.344966003514912
7876,0.0,0.0,0.41661812655473307,0.41661812655473307
7877,0.0,0.0,0.5203963429398012,0.5203963429398012
7878,0.0,0.0,0.5711796105755814,0.5711796105755814
7879,0.0,0.0,0.5497943287362885,0.5497943287362885
7880,0.09259972,0.0,0.5233571521808924,0.5233571521808924
7881,0.23938067,0.0,0.49997255472438645,0.49997255472438645
7882,0.43554572,0.3057587934680832,0.47301005877731633,0.47301005877731633
7883,0.47218738,0.39113889295695964,0.44943636342051546,0.44943636342051546
7884,0.41527681,0.32675544699281045,0.43684681010793724,0.43684681010793724
7885,0.31143129,0.18524827386534554,0.4299213634399539,0.4299213634399539
7886,0.22367762,0.08738657352754799,0.4332449868035885,0.4332449868035885
7887,0.10422542,0.0,0.43872471986578737,0.43872471986578737
7888,0.0,0.0,0.4426634086653978,0.4426634086653978
7889,0.0,0.0,0.4435750149388385,0.4435750149388385
7890,0.0,0.0,0.44071951911019974,0.44071951911019974
7891,0.0,0.0,0.433090436303798,0.433090436303798
7892,0.0,0.0,0.4116352480516918,0.4116352480516918
7893,0.0,0.0,0.36443195140277157,0.36443195140277157
7894,0.0,0.0,0.3090030720445683,0.3090030720445683
7895,0.0,0.0,0.2892685154228464,0.2892685154228464
7896,0.0,0.0,0.2674763510959781,0.2674763510959781
7897,0.0,0.0,0.2797307156879826,0.2797307156879826
7898,0.0,0.0,0.2948593050768308,0.2948593050768308
7899,0.0,0.0,0.3210385309539806,0.3210385309539806
7900,0.0,0.0,0.3890805281858349,0.3890805281858349
7901,0.0,0.0,0.4870147918442097,0.4870147918442097
7902,0.0,0.0,0.5140598593819609,0.5140598593819609
7903,0.0,0.0,0.49356901965215405,0.49356901965215405
7904,0.00678451,0.0,0.46419977896201087,0.46419977896201087
7905,0.05366137,0.0,0.4456816079717054,0.4456816079717054
7906,0.09193519,0.0,0.4305623413388464,0.4305623413388464
7907,0.16261605,0.0,0.4012547699319428,0.4012547699319428
7908,0.28096781,0.11512811766528916,0.3819372934532283,0.3819372934532283
7909,0.17336876,0.0,0.37636615982703364,0.37636615982703364
7910,0.16873738,0.0,0.38013002939126617,0.38013002939126617
7911,0.12203352,0.050287238683498534,0.3911662988901442,0.3911662988901442
7912,0.0,0.0,0.404503141511445,0.404503141511445
7913,0.0,0.0,0.4083979038216088,0.4083979038216088
7914,0.0,0.0,0.401351850387633,0.401351850387633
7915,0.0,0.0,0.39323053232422056,0.39323053232422056
7916,0.0,0.0,0.3883921833145507,0.3883921833145507
7917,0.0,0.0,0.34466871018046974,0.34466871018046974
7918,0.0,0.0,0.2943639089152344,0.2943639089152344
7919,0.0,0.0,0.2785949501624799,0.2785949501624799
7920,0.0,0.0,0.34066183764365854,0.34066183764365854
7921,0.0,0.0,0.3393673168154776,0.3393673168154776
7922,0.0,0.0,0.3773158736045154,0.3773158736045154
7923,0.0,0.0,0.4474330446862958,0.4474330446862958
7924,0.0,0.0,0.5309095686201194,0.5309095686201194
7925,0.0,0.0,0.5238115546439416,0.5238115546439416
7926,0.0,0.0,0.5537356144154858,0.5537356144154858
7927,0.0,0.0,0.5366446700858173,0.5366446700858173
7928,0.07591987,0.0,0.5104044641347666,0.5104044641347666
7929,0.1447749,0.0,0.48836298963098806,0.48836298963098806
7930,0.27104256,0.0379202018746651,0.47756550786977264,0.47756550786977264
7931,0.27100942,0.04452817431767143,0.45452533147891744,0.45452533147891744
7932,0.39512475,0.24279302291055282,0.44335626851854554,0.44335626851854554
7933,0.38104787,0.25509751845037615,0.4502156338507719,0.4502156338507719
7934,0.31784144,0.21181357757135405,0.4594374404926677,0.4594374404926677
7935,0.14355977,0.08325792284732196,0.4574936629079072,0.4574936629079072
7936,0.0,0.0,0.48675191516218336,0.48675191516218336
7937,0.0,0.0,0.49680004972321984,0.49680004972321984
7938,0.0,0.0,0.49146871156862504,0.49146871156862504
7939,0.0,0.0,0.49127180494738665,0.49127180494738665
7940,0.0,0.0,0.4768759619242929,0.4768759619242929
7941,0.0,0.0,0.4209544752334015,0.4209544752334015
7942,0.0,0.0,0.37591402041866473,0.37591402041866473
